task_id	annotation_type	turns_n	user_type	interaction_style	proactive	ext_knowledge	doc_filename	category	subcategory
TASK_00635	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0386.txt	Comune	Trento
TASK_00636	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0394.txt	Comune	Trento
TASK_00637	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0396.txt	Comune	Trento
TASK_00638	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0397.txt	Comune	Trento
TASK_00639	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0398.txt	Comune	Trento
TASK_00640	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0399.txt	Comune	Trento
TASK_00641	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0400.txt	Comune	Trento
TASK_00642	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0402.txt	Comune	Trento
TASK_00643	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0404.txt	Comune	Trento
TASK_00644	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0406.txt	Comune	Trento
TASK_00645	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0407.txt	Comune	Trento
TASK_00646	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0409.txt	Comune	Trento
TASK_00647	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0410.txt	Comune	Trento
TASK_00648	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0414.txt	Comune	Trento
TASK_00649	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0416.txt	Comune	Trento
TASK_00650	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0417.txt	Comune	Trento
TASK_00651	edit_with_ground_SBERT	3	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0418.txt	Comune	Trento
TASK_00652	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0422.txt	Comune	Trento
TASK_00653	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0425.txt	Comune	Trento
TASK_00654	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0426.txt	Comune	Trento
TASK_00655	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0429.txt	Comune	Trento
TASK_00656	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0430.txt	Comune	Trento
TASK_00657	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0431.txt	Comune	Trento
TASK_00658	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0432.txt	Comune	Trento
TASK_00659	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0434.txt	Comune	Trento
TASK_00660	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0435.txt	Comune	Trento
TASK_00661	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0436.txt	Comune	Trento
TASK_00662	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0437.txt	Comune	Trento
TASK_00663	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0438.txt	Comune	Trento
TASK_00664	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0441.txt	Comune	Trento
TASK_00665	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0443.txt	Comune	Trento
TASK_00666	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0444.txt	Comune	Trento
TASK_00667	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0447.txt	Comune	Trento
TASK_00668	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0448.txt	Comune	Trento
TASK_00669	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0452.txt	Comune	Trento
TASK_00670	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0453.txt	Comune	Trento
TASK_00671	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0456.txt	Comune	Trento
TASK_00672	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0459.txt	Comune	Trento
TASK_00673	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0462.txt	Comune	Trento
TASK_00674	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0465.txt	Comune	Trento
TASK_00675	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0467.txt	Comune	Trento
TASK_00676	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0469.txt	Comune	Trento
TASK_00677	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0476.txt	Comune	Trento
TASK_00678	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0477.txt	Comune	Trento
TASK_00679	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0481.txt	Comune	Trento
TASK_00680	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0484.txt	Comune	Trento
TASK_00681	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0487.txt	Comune	Trento
TASK_00682	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0490.txt	Comune	Trento
TASK_00683	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0492.txt	Comune	Trento
TASK_00684	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0493.txt	Comune	Trento
TASK_00685	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0495.txt	Comune	Trento
TASK_00686	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0496.txt	Comune	Trento
TASK_00687	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0499.txt	Comune	Trento
TASK_00688	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0500.txt	Comune	Trento
TASK_00689	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0503.txt	Comune	Trento
TASK_00690	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0504.txt	Comune	Trento
TASK_00691	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0505.txt	Comune	Trento
TASK_00692	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0506.txt	Comune	Trento
TASK_00693	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0507.txt	Comune	Trento
TASK_00694	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0510.txt	Comune	Trento
TASK_00695	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0513.txt	Comune	Trento
TASK_00696	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0514.txt	Comune	Trento
TASK_00697	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0515.txt	Comune	Trento
TASK_00698	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0516.txt	Comune	Trento
TASK_00699	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0518.txt	Comune	Trento
TASK_00700	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0519.txt	Comune	Trento
TASK_00701	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0520.txt	Comune	Trento
TASK_00702	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0522.txt	Comune	Trento
TASK_00703	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0523.txt	Comune	Trento
TASK_00704	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0525.txt	Comune	Trento
TASK_00705	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0526.txt	Comune	Trento
TASK_00706	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0528.txt	Comune	Trento
TASK_00707	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0530.txt	Comune	Trento
TASK_00708	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0531.txt	Comune	Trento
TASK_00709	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0532.txt	Comune	Trento
TASK_00710	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0533.txt	Comune	Trento
TASK_00711	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0534.txt	Comune	Trento
TASK_00712	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0537.txt	Comune	Trento
TASK_00713	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0538.txt	Comune	Trento
TASK_00714	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0539.txt	Comune	Trento
TASK_00715	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0548.txt	Comune	Trento
TASK_00716	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0550.txt	Comune	Trento
TASK_00717	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0551.txt	Comune	Trento
TASK_00718	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0553.txt	Comune	Trento
TASK_00719	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0554.txt	Comune	Trento
TASK_00720	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0555.txt	Comune	Trento
TASK_00721	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0558.txt	Comune	Trento
TASK_00722	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0560.txt	Comune	Trento
TASK_00723	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0563.txt	Comune	Trento
TASK_00724	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0564.txt	Comune	Trento
TASK_00725	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0565.txt	Comune	Trento
TASK_00726	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0567.txt	Comune	Trento
TASK_00727	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0568.txt	Comune	Trento
TASK_00728	edit_with_ground_SBERT	10	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0569.txt	Comune	Trento
TASK_00729	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0575.txt	Comune	Trento
TASK_00730	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0577.txt	Comune	Trento
TASK_00731	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0580.txt	Comune	Trento
TASK_00732	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0582.txt	Comune	Trento
TASK_00733	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0583.txt	Comune	Trento
TASK_00734	edit_with_ground_SBERT	9	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0590.txt	Comune	Trento
TASK_00735	edit_with_ground_SBERT	12	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0594.txt	Comune	Trento
TASK_00736	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0597.txt	Comune	Trento
TASK_00737	edit_with_ground_SBERT	3	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0599.txt	Comune	Trento
TASK_00738	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0600.txt	Comune	Trento
TASK_00739	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0605.txt	Comune	Trento
TASK_00740	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0609.txt	Comune	Trento
TASK_00741	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0610.txt	Comune	Trento
TASK_00742	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0613.txt	Comune	Trento
TASK_00743	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.trento_aree-tematiche_D0614.txt	Comune	Trento
TASK_00744	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0001.txt	Comune	Salerno
TASK_00745	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0004.txt	Comune	Salerno
TASK_00746	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0005.txt	Comune	Salerno
TASK_00747	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0006.txt	Comune	Salerno
TASK_00748	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0007.txt	Comune	Salerno
TASK_00749	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0008.txt	Comune	Salerno
TASK_00750	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0009.txt	Comune	Salerno
TASK_00751	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0010.txt	Comune	Salerno
TASK_00752	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0014.txt	Comune	Salerno
TASK_00753	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0016.txt	Comune	Salerno
TASK_00754	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0018.txt	Comune	Salerno
TASK_00755	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0019.txt	Comune	Salerno
TASK_00756	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0020.txt	Comune	Salerno
TASK_00757	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0021.txt	Comune	Salerno
TASK_00758	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0022.txt	Comune	Salerno
TASK_00759	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.salerno_D0023.txt	Comune	Salerno
TASK_00760	edit_with_ground_SBERT	3	Cittadino	Lei	False	False	comune.salerno_D0024.txt	Comune	Salerno
TASK_00761	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0025.txt	Comune	Salerno
TASK_00762	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0026.txt	Comune	Salerno
TASK_00763	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0027.txt	Comune	Salerno
TASK_00764	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0028.txt	Comune	Salerno
TASK_00765	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0029.txt	Comune	Salerno
TASK_00766	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0030.txt	Comune	Salerno
TASK_00767	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0031.txt	Comune	Salerno
TASK_00768	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0032.txt	Comune	Salerno
TASK_00769	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0033.txt	Comune	Salerno
TASK_00770	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0034.txt	Comune	Salerno
TASK_00771	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0035.txt	Comune	Salerno
TASK_00772	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0036.txt	Comune	Salerno
TASK_00773	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0037.txt	Comune	Salerno
TASK_00774	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0039.txt	Comune	Salerno
TASK_00775	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0040.txt	Comune	Salerno
TASK_00776	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0041.txt	Comune	Salerno
TASK_00777	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.salerno_D0045.txt	Comune	Salerno
TASK_00778	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.salerno_D0046.txt	Comune	Salerno
TASK_00779	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0048.txt	Comune	Salerno
TASK_00780	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0049.txt	Comune	Salerno
TASK_00781	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.salerno_D0050.txt	Comune	Salerno
TASK_00782	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0051.txt	Comune	Salerno
TASK_00783	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.salerno_D0053.txt	Comune	Salerno
TASK_00784	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.salerno_D0054.txt	Comune	Salerno
TASK_00785	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0055.txt	Comune	Salerno
TASK_00786	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0056.txt	Comune	Salerno
TASK_00787	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0057.txt	Comune	Salerno
TASK_00788	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0058.txt	Comune	Salerno
TASK_00789	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0059.txt	Comune	Salerno
TASK_00790	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0063.txt	Comune	Salerno
TASK_00791	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0064.txt	Comune	Salerno
TASK_00792	edit_with_ground_SBERT	3	Cittadino	Lei	False	False	comune.salerno_D0065.txt	Comune	Salerno
TASK_00793	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0069.txt	Comune	Salerno
TASK_00794	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0070.txt	Comune	Salerno
TASK_00795	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0071.txt	Comune	Salerno
TASK_00796	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0072.txt	Comune	Salerno
TASK_00797	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0073.txt	Comune	Salerno
TASK_00798	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0074.txt	Comune	Salerno
TASK_00799	edit_with_ground_SBERT	9	Cittadino	Lei	False	False	comune.salerno_D0076.txt	Comune	Salerno
TASK_00800	edit_with_ground_SBERT	9	Cittadino	Lei	False	False	comune.salerno_D0077.txt	Comune	Salerno
TASK_00801	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0083.txt	Comune	Salerno
TASK_00802	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.salerno_D0084.txt	Comune	Salerno
TASK_00803	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0086.txt	Comune	Salerno
TASK_00804	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0087.txt	Comune	Salerno
TASK_00805	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0088.txt	Comune	Salerno
TASK_00806	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0089.txt	Comune	Salerno
TASK_00807	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0090.txt	Comune	Salerno
TASK_00808	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0091.txt	Comune	Salerno
TASK_00809	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0092.txt	Comune	Salerno
TASK_00810	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0094.txt	Comune	Salerno
TASK_00811	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0095.txt	Comune	Salerno
TASK_00812	edit_with_ground_SBERT	7	Cittadino	Lei	False	False	comune.salerno_D0096.txt	Comune	Salerno
TASK_00813	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0097.txt	Comune	Salerno
TASK_00814	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0099.txt	Comune	Salerno
TASK_00815	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0100.txt	Comune	Salerno
TASK_00816	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0102.txt	Comune	Salerno
TASK_00817	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.salerno_D0103.txt	Comune	Salerno
TASK_00818	edit_with_ground_SBERT	2	Cittadino	Lei	False	False	comune.salerno_D0104.txt	Comune	Salerno
TASK_00819	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0105.txt	Comune	Salerno
TASK_00820	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0112.txt	Comune	Salerno
TASK_00821	edit_with_ground_SBERT	3	Cittadino	Lei	False	False	comune.salerno_D0113.txt	Comune	Salerno
TASK_00822	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0114.txt	Comune	Salerno
TASK_00823	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0115.txt	Comune	Salerno
TASK_00824	edit_with_ground_SBERT	3	Cittadino	Lei	False	False	comune.salerno_D0116.txt	Comune	Salerno
TASK_00825	edit_with_ground_SBERT	3	Cittadino	Lei	False	False	comune.salerno_D0117.txt	Comune	Salerno
TASK_00826	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0118.txt	Comune	Salerno
TASK_00827	edit_with_ground_SBERT	3	Cittadino	Lei	False	False	comune.salerno_D0119.txt	Comune	Salerno
TASK_00828	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0121.txt	Comune	Salerno
TASK_00829	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0123.txt	Comune	Salerno
TASK_00830	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0124.txt	Comune	Salerno
TASK_00831	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0125.txt	Comune	Salerno
TASK_00832	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0126.txt	Comune	Salerno
TASK_00833	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0127.txt	Comune	Salerno
TASK_00834	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0133.txt	Comune	Salerno
TASK_00835	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0134.txt	Comune	Salerno
TASK_00836	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0136.txt	Comune	Salerno
TASK_00837	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0138.txt	Comune	Salerno
TASK_00838	edit_with_ground_SBERT	5	Cittadino	Lei	False	False	comune.salerno_D0142.txt	Comune	Salerno
TASK_00839	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0144.txt	Comune	Salerno
TASK_00840	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0145.txt	Comune	Salerno
TASK_00841	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0147.txt	Comune	Salerno
TASK_00842	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0149.txt	Comune	Salerno
TASK_00843	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0150.txt	Comune	Salerno
TASK_00844	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0151.txt	Comune	Salerno
TASK_00845	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0152.txt	Comune	Salerno
TASK_00846	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0153.txt	Comune	Salerno
TASK_00847	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0157.txt	Comune	Salerno
TASK_00848	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0163.txt	Comune	Salerno
TASK_00849	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0164.txt	Comune	Salerno
TASK_00850	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0165.txt	Comune	Salerno
TASK_00851	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0166.txt	Comune	Salerno
TASK_00852	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0167.txt	Comune	Salerno
TASK_00853	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0090.txt	Comune	Salerno
TASK_00854	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0091.txt	Comune	Salerno
TASK_00855	edit_with_ground_SBERT	8	Cittadino	Lei	False	False	comune.salerno_D0092.txt	Comune	Salerno
TASK_00856	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0099.txt	Comune	Salerno
TASK_00857	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0100.txt	Comune	Salerno
TASK_00858	edit_with_ground_SBERT	6	Cittadino	Lei	False	False	comune.salerno_D0103.txt	Comune	Salerno
TASK_00859	edit_with_ground_SBERT	4	Cittadino	Lei	False	False	comune.salerno_D0170.txt	Comune	Salerno
